fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,SkuNbr,ShipToCode,Issued Quantity
2015,1,OCTOBER,06166015,3D,270 
2015,1,OCTOBER,06167321,3D,270 
2015,1,OCTOBER,06168032,3D,64 
2015,1,OCTOBER,06771000,CD3D,4 
2015,1,OCTOBER,06771000,CD3D,764 
2015,1,OCTOBER,06771000,CD3P,300 
2015,1,OCTOBER,06771000,CD3P,2 
2015,1,OCTOBER,06771000,CD3P,20 
2015,1,OCTOBER,06771000,CD3P,3 
2015,1,OCTOBER,06771000,CD3D,2 
2015,1,OCTOBER,06771000,CD3D,26 
2015,1,OCTOBER,06771000,CD3D,5 
2015,1,OCTOBER,06771000,CD3D,10 
2015,1,OCTOBER,06771000,CD3D,5 
2015,1,OCTOBER,06771000,CD3P,2 
2015,1,OCTOBER,06771000,CD3D,4 
2015,1,OCTOBER,06771000,CD3P,6 
2015,1,OCTOBER,06771000,CD3D,20 
2015,1,OCTOBER,06771002,CD3D,2 
2015,1,OCTOBER,06771002,CD3D,110 
2015,1,OCTOBER,06771002,CD3D,4 
2015,1,OCTOBER,06771002,CD3P,4 
2015,1,OCTOBER,06771002,CD3D,2 
2015,1,OCTOBER,06771002,CD3P,2 
2015,1,OCTOBER,06776303,CD3D,27 
2015,1,OCTOBER,06776545,CD3D,41 
2015,1,OCTOBER,06776622,CD3D,20 
2015,1,OCTOBER,06776921,CD3D,14 
2015,6,MARCH,83134904,CD3L,89 
2015,6,MARCH,83136734,CD3L,3 
2015,6,MARCH,01770260,CD3P,60 
2015,6,MARCH,04120050,3P,480 
2015,6,MARCH,04771000,CD3P,2 
2015,6,MARCH,04771000,CD3P,1 
2015,6,MARCH,04771000,CD3P,0 
2015,6,MARCH,04771000,CD3P,2 
2015,6,MARCH,04771000,CD3P,0 
2015,6,MARCH,04771000,CD3P,1 
2015,6,MARCH,04771003,CD3P,1 
2015,6,MARCH,04771003,CD3P,1 
2015,6,MARCH,04771003,CD3P,0 
2015,6,MARCH,04771003,CD3P,5 
2015,2,NOVEMBER,02770076,CD3P,"8,520 "
2015,2,NOVEMBER,02771001,CD3P,12 
2015,2,NOVEMBER,04110007,3P,45 
2015,2,NOVEMBER,04125040,3P,560 
2015,2,NOVEMBER,04125065,3P,"1,549 "
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771000,CD3P,1 
2015,2,NOVEMBER,04771001,CD3P,0 
2015,2,NOVEMBER,04771002,CD3P,1 
2015,2,NOVEMBER,04772849,CD3P,24 
2015,10,JULY,05171002,3P,45 
2015,10,JULY,05173012,3P,160 
2015,10,JULY,05173058,3P,55 
2015,10,JULY,05174000,3P,45 
2015,10,JULY,06161054,3D,192 
2015,10,JULY,06164436,3D,612 
2015,10,JULY,06773069,CD3D,1 
2015,10,JULY,09110071,3D,100 
2015,10,JULY,70336934,CD3L,12 
2015,10,JULY,70348444,CD3L,0 
2015,10,JULY,70352403,CD3L,13 
2015,10,JULY,05110078,3P,192 
2015,10,JULY,06160299,3D,270 
2015,10,JULY,06160338,3D,918 
2015,10,JULY,06770638,CD3D,2 
2015,10,JULY,06770791,CD3D,1 
2015,10,JULY,06772224,CD3D,1 
2015,10,JULY,06772275,CD3D,10 
2015,10,JULY,06779339,CD3D,1 
2015,10,JULY,07771000,CD3D,3 
2015,10,JULY,70111944,3L,336 
2015,10,JULY,70116012,3L,360 
2015,2,NOVEMBER,10140117,3D,62 
2015,2,NOVEMBER,70339984,CD3L,6 
2015,2,NOVEMBER,70341134,CD3L,48 
2015,2,NOVEMBER,70341894,CD3L,12 
2015,2,NOVEMBER,70344434,CD3L,12 
2015,2,NOVEMBER,70355724,CD3L,12 
2015,2,NOVEMBER,70440021,CD3L,4 
2015,2,NOVEMBER,70440604,CD3L,24 
2015,2,NOVEMBER,70440704,CD3L,0 
2015,2,NOVEMBER,70443054,CD3L,12 
2015,2,NOVEMBER,70443324,CD3L,12 
2015,2,NOVEMBER,70448394,CD3L,12 
2015,2,NOVEMBER,70550294,CD3L,12 
2015,2,NOVEMBER,70550764,CD3L,30 
2015,2,NOVEMBER,70553354,CD3L,48 
2015,2,NOVEMBER,70556206,CD3L,0 
2015,2,NOVEMBER,70557006,CD3L,12 
2015,2,NOVEMBER,70772714,CD3L,6 
2015,2,NOVEMBER,70774214,CD3L,0 
2015,2,NOVEMBER,73770054,CD3L,6 
2015,2,NOVEMBER,74741446,3L,144 
2015,2,NOVEMBER,74770394,CD3L,4 
2015,2,NOVEMBER,74771534,CD3L,6 
2015,2,NOVEMBER,74771624,CD3L,1 
2015,2,NOVEMBER,74771984,CD3L,0 
2015,2,NOVEMBER,74772544,CD3L,12 
2015,2,NOVEMBER,74775244,CD3L,1 
2015,2,NOVEMBER,76772124,CD3L,1 
2015,2,NOVEMBER,78770174,CD3L,3 
2015,2,NOVEMBER,78771024,CD3L,3 
2015,2,NOVEMBER,78788003,3L,672 
2015,2,NOVEMBER,79BL0060,3L,8 
2015,2,NOVEMBER,79NR2476,3L,50 
2015,2,NOVEMBER,79NR9586,3L,50 
2015,2,NOVEMBER,81BL0380,CD3L,22 
2015,2,NOVEMBER,81BL1480,CD3L,2 
2015,2,NOVEMBER,81BL1550,CD3L,16 
2015,2,NOVEMBER,81BL1780,CD3L,3 
2015,2,NOVEMBER,81CN0165,CD3L,10 
2015,2,NOVEMBER,81NR0556,CD3L,43 
2015,2,NOVEMBER,81NR2576,CD3L,13 
2015,2,NOVEMBER,81NR2636,CD3L,4 
2015,2,NOVEMBER,81NR3406,CD3L,4 
2015,2,NOVEMBER,81NR3436,CD3L,2 
2015,2,NOVEMBER,81NR3446,CD3L,14 
2015,2,NOVEMBER,81NR5396,CD3L,1 
2015,1,OCTOBER,70661194,CD3L,24 
2015,1,OCTOBER,70662394,CD3L,30 
2015,1,OCTOBER,70663314,CD3L,10 
2015,1,OCTOBER,70664576,CD3L,8 
2015,1,OCTOBER,70667704,CD3L,24 
2015,1,OCTOBER,70668074,CD3L,30 
2015,1,OCTOBER,70668114,CD3L,12 
2015,1,OCTOBER,70774054,CD3L,7 
2015,1,OCTOBER,70775704,CD3L,0 
2015,1,OCTOBER,70776616,CD3L,12 
2015,1,OCTOBER,70776884,CD3L,0 
2015,1,OCTOBER,70776944,CD3L,15 
2015,1,OCTOBER,74740113,3L,"1,056 "
2015,1,OCTOBER,74770153,CD3L,2 
2015,1,OCTOBER,74770732,CD3L,72 
2015,1,OCTOBER,74771233,CD3L,12 
2015,1,OCTOBER,74771774,CD3L,3 
2015,1,OCTOBER,74775444,CD3L,1 
2015,1,OCTOBER,74775603,CD3L,12 
2015,1,OCTOBER,78770243,CD3L,3 
2015,1,OCTOBER,78771174,CD3L,2 
2015,1,OCTOBER,78786323,3L,108 
2015,1,OCTOBER,79BL7800,3L,48 
2015,1,OCTOBER,79NR0456,3L,100 
2015,1,OCTOBER,79NR2716,3L,400 
2015,1,OCTOBER,80807365,3D,"55,836 "
2015,1,OCTOBER,81200004,CD3L,8 
2015,1,OCTOBER,81200004,CD3L,6 
2015,1,OCTOBER,81200004,CD3L,6 
2015,1,OCTOBER,81200004,CD3L,1 
2015,1,OCTOBER,81BL2170,CD3L,2 
2015,1,OCTOBER,81NR2726,CD3L,1 
2015,1,OCTOBER,81NR5356,CD3L,8 
2015,1,OCTOBER,81NR9556,CD3L,24 
2015,1,OCTOBER,81NR9656,CD3L,11 
2015,1,OCTOBER,83108664,CD3L,10 
2015,4,JANUARY,70449114,CD3L,144 
2015,4,JANUARY,70449584,CD3L,12 
2015,4,JANUARY,70550944,CD3L,0 
2015,4,JANUARY,70555304,CD3L,36 
2015,4,JANUARY,70558734,CD3L,36 
2015,4,JANUARY,70666374,CD3L,24 
2015,4,JANUARY,70668544,CD3L,108 
2015,4,JANUARY,70774614,CD3L,12 
2015,4,JANUARY,72772043,CD3L,7 
2015,4,JANUARY,72773124,CD3L,15 
2015,4,JANUARY,74748033,3L,600 
2015,4,JANUARY,74771053,CD3L,1 
2015,4,JANUARY,74771304,CD3L,1 
2015,4,JANUARY,74772294,CD3L,1 
2015,4,JANUARY,74772893,CD3L,2 
2015,4,JANUARY,74775614,CD3L,0 
2015,4,JANUARY,75770123,CD3L,84 
2015,4,JANUARY,78770004,CD3L,5 
2015,4,JANUARY,78770894,CD3L,252 
2015,4,JANUARY,78770904,CD3L,48 
2015,4,JANUARY,78771354,CD3L,8 
2015,4,JANUARY,79BL7720,3L,136 
2015,4,JANUARY,79CN2045,3L,136 
2015,4,JANUARY,79NR1076,3L,500 
2015,4,JANUARY,79NR2966,3L,50 
2015,4,JANUARY,80770507,CD3M,1 
2015,4,JANUARY,80777647,CD3M,5 
2015,4,JANUARY,81NR1856,CD3L,25 
2015,4,JANUARY,81NR2156,CD3L,7 
2015,4,JANUARY,83108774,CD3L,10 
2015,4,JANUARY,04110030,3P,910 
2015,4,JANUARY,04120050,3P,120 
2015,4,JANUARY,04771000,CD3P,3 
2015,12,SEPTEMBER,07771000,CD3P,8 
2015,12,SEPTEMBER,07771000,CD3P,720 
2015,12,SEPTEMBER,07771000,CD3D,0 
2015,12,SEPTEMBER,07771000,CD3P,20 
2015,12,SEPTEMBER,07771000,CD3D,1 
2015,12,SEPTEMBER,07771000,CD3D,2 
2015,12,SEPTEMBER,07771000,CD3D,0 
2015,12,SEPTEMBER,07771000,CD3D,0 
2015,12,SEPTEMBER,09150095,3D,192 
2015,12,SEPTEMBER,09150932,3D,326 
2015,12,SEPTEMBER,09169009,3D,180 
2015,12,SEPTEMBER,09771002,CD3D,24 
2015,12,SEPTEMBER,09772107,CD3D,20 
2015,12,SEPTEMBER,09772109,CD3D,3 
2015,12,SEPTEMBER,10140028,3D,312 
2015,10,JULY,70354474,CD3L,36 
2015,10,JULY,70358594,CD3L,48 
2015,10,JULY,70660264,CD3L,24 
2015,10,JULY,70775854,CD3L,2 
2015,10,JULY,70779516,CD3L,1 
2015,10,JULY,76775624,CD3L,1 
2015,10,JULY,81CN0075,CD3L,1 
2015,10,JULY,81NR7227,CD3L,1 
2015,10,JULY,83135924,CD3L,2 
2015,10,JULY,01120014,3P,"34,342 "
2015,10,JULY,01127050,3P,316 
2015,10,JULY,01160007,3P,"3,996 "
2015,10,JULY,01770270,CD3P,160 
2015,10,JULY,03771000,CD3P,20 
2015,10,JULY,04110001,3P,540 
2015,10,JULY,04120019,3P,520 
2015,10,JULY,04770003,CD3P,42 
2015,10,JULY,04770202,CD3P,8 
2015,10,JULY,04771000,CD3P,1 
2015,10,JULY,04771002,CD3P,1 
2015,10,JULY,04771002,CD3P,3 
2015,10,JULY,04771003,CD3P,0 
2015,12,SEPTEMBER,06110029,3D,48 
2015,12,SEPTEMBER,06148028,3D,240 
2015,12,SEPTEMBER,06160463,3D,168 
2015,12,SEPTEMBER,06161651,3D,90 
2015,12,SEPTEMBER,06163610,3D,50 
2015,12,SEPTEMBER,06164432,3P,224 
2015,12,SEPTEMBER,06166090,3D,29 
2015,12,SEPTEMBER,06181542,3D,27 
2015,12,SEPTEMBER,06770206,CD3D,15 
2015,12,SEPTEMBER,06771000,CD3D,2 
2015,12,SEPTEMBER,06771000,CD3D,6 
2015,12,SEPTEMBER,06771000,CD3D,1 
2015,12,SEPTEMBER,06771632,CD3P,8 
2015,12,SEPTEMBER,06771676,CD3D,3 
2015,12,SEPTEMBER,06772177,CD3D,1 
2015,12,SEPTEMBER,06772224,CD3D,2 
2015,12,SEPTEMBER,06776184,CD3D,13 
2015,12,SEPTEMBER,06778638,CD3D,1 
2015,12,SEPTEMBER,06779329,CD3D,2 
2015,12,SEPTEMBER,06779336,CD3D,2 
2015,12,SEPTEMBER,07770005,CD3D,77 
2015,9,JUNE,05174000,3P,180 
2015,9,JUNE,06110128,3D,24 
2015,9,JUNE,06110153,3D,68 
2015,9,JUNE,06148008,3D,40 
2015,9,JUNE,06159180,3D,300 
2015,9,JUNE,06160299,3D,180 
2015,9,JUNE,06160605,3D,72 
2015,9,JUNE,06161630,3D,"3,230 "
2015,9,JUNE,06167050,3D,0 
2015,9,JUNE,06770039,CD3D,15 
2015,9,JUNE,06770399,CD3D,6 
2015,9,JUNE,06771000,CD3P,550 
2015,9,JUNE,06771001,CD3D,11 
2015,9,JUNE,06771002,CD3P,16 
2015,9,JUNE,06771002,CD3D,1 
2015,9,JUNE,06771002,CD3D,1 
2015,9,JUNE,06775256,CD3D,10 
2015,9,JUNE,06779339,CD3D,2 
2015,2,NOVEMBER,07771000,CD3P,150 
2015,10,JULY,70111924,3L,336 
2015,10,JULY,70116002,3L,360 
2015,10,JULY,70116401,3L,324 
2015,10,JULY,70339134,CD3L,12 
2015,10,JULY,70352402,CD3L,2 
2015,10,JULY,70354634,CD3L,12 
2015,10,JULY,70357034,CD3L,12 
2015,10,JULY,70446124,CD3L,12 
2015,10,JULY,70559993,CD3L,15 
2015,10,JULY,70665124,CD3L,6 
2015,10,JULY,74742913,3L,504 
2015,10,JULY,74770483,CD3L,4 
2015,10,JULY,79BL7020,3L,16 
2015,10,JULY,80777794,CD3M,1 
2015,10,JULY,81NR1866,CD3L,4 
2015,10,JULY,02115021,3P,"12,600 "
2015,10,JULY,03771000,CD3P,0 
2015,10,JULY,04110011,3P,180 
2015,10,JULY,04125011,3P,"2,783 "
2015,10,JULY,04128108,3P,132 
2015,10,JULY,04771000,CD3P,2 
2015,10,JULY,04771002,CD3P,1 
2015,10,JULY,04771002,CD3P,17 
2015,10,JULY,04771003,CD3P,0 
2015,10,JULY,04772806,CD3P,52 
2015,4,JANUARY,04771000,CD3P,2 
2015,4,JANUARY,04772850,CD3P,2 
2015,4,JANUARY,04772857,CD3P,5 
2015,4,JANUARY,05110059,3P,50 
2015,4,JANUARY,05171001,3P,945 
2015,4,JANUARY,05173060,3P,100 
2015,4,JANUARY,06140006,3D,48 
2015,4,JANUARY,06160075,3D,450 
2015,4,JANUARY,06160330,3D,"2,376 "
2015,4,JANUARY,06161630,3D,"1,530 "
2015,4,JANUARY,06772143,CD3D,3 
2015,4,JANUARY,06776839,CD3D,0 
2015,4,JANUARY,06778627,CD3D,6 
2015,4,JANUARY,06779312,CD3D,1 
2015,4,JANUARY,06779713,CD3D,3 
2015,4,JANUARY,06779724,CD3D,2 
2015,6,MARCH,05170001,3P,"2,256 "
2015,6,MARCH,05176006,3P,"12,120 "
2015,6,MARCH,06110148,3D,52 
2015,6,MARCH,06142008,3D,162 
2015,6,MARCH,06148008,3D,40 
2015,6,MARCH,06150033,3D,210 
2015,6,MARCH,06159183,3D,80 
2015,6,MARCH,06159191,3D,120 
2015,6,MARCH,06160181,3D,90 
2015,6,MARCH,06161658,3D,"4,464 "
2015,6,MARCH,06169157,3D,522 
2015,6,MARCH,06770082,CD3D,23 
2015,6,MARCH,06770457,CD3D,8 
2015,6,MARCH,06770741,CD3D,4 
2015,6,MARCH,06771000,CD3P,6 
2015,6,MARCH,06771000,CD3P,120 
2015,6,MARCH,06771000,CD3D,36 
2015,6,MARCH,06771000,CD3D,17 
2015,6,MARCH,06771000,CD3D,2 
2015,6,MARCH,06771001,CD3D,3 
2015,6,MARCH,06771002,CD3P,2 
2015,6,MARCH,06771002,CD3P,0 
2015,6,MARCH,06771002,CD3D,0 
2015,6,MARCH,06771002,CD3D,39 
2015,6,MARCH,06771526,CD3D,4 
2015,6,MARCH,06771531,CD3P,3 
2015,6,MARCH,06772143,CD3D,7 
2015,6,MARCH,06775344,CD3D,12 
2015,6,MARCH,06775483,CD3D,138 
2015,6,MARCH,06778243,CD3D,28 
2015,6,MARCH,06778629,CD3D,2 
2015,6,MARCH,06779012,CD3D,1 
2015,6,MARCH,06779023,CD3D,74 
2015,6,MARCH,06779636,CD3D,30 
2015,3,DECEMBER,70334544,CD3L,12 
2015,3,DECEMBER,70338244,CD3L,0 
2015,3,DECEMBER,70342594,CD3L,6 
2015,3,DECEMBER,70344114,CD3L,48 
2015,3,DECEMBER,70344564,CD3L,6 
2015,3,DECEMBER,70346234,CD3L,72 
2015,3,DECEMBER,70348224,CD3L,12 
2015,3,DECEMBER,70348334,CD3L,6 
2015,3,DECEMBER,70349114,CD3L,25 
2015,3,DECEMBER,70352606,CD3L,16 
2015,3,DECEMBER,70353124,CD3L,12 
2015,3,DECEMBER,70355174,CD3L,6 
2015,3,DECEMBER,70355244,CD3L,6 
2015,3,DECEMBER,70355814,CD3L,12 
2015,3,DECEMBER,70355974,CD3L,1 
2015,3,DECEMBER,70440554,CD3L,30 
2015,3,DECEMBER,70443924,CD3L,108 
2015,3,DECEMBER,70552584,CD3L,6 
2015,3,DECEMBER,70554284,CD3L,48 
2015,3,DECEMBER,70556914,CD3L,6 
2015,3,DECEMBER,70558154,CD3L,6 
2015,3,DECEMBER,70661004,CD3L,28 
2015,3,DECEMBER,70770104,CD3L,12 
2015,3,DECEMBER,70770934,CD3L,24 
2015,3,DECEMBER,70775704,CD3L,2 
2015,3,DECEMBER,70777444,CD3L,72 
2015,3,DECEMBER,70778214,CD3L,12 
2015,3,DECEMBER,70779294,CD3L,6 
2015,3,DECEMBER,70779927,CD3L,24 
2015,3,DECEMBER,71772083,CD3L,1 
2015,3,DECEMBER,72772124,CD3L,2 
2015,3,DECEMBER,74744083,3L,900 
2015,3,DECEMBER,74770054,CD3L,2 
2015,3,DECEMBER,74775714,CD3L,2 
2015,3,DECEMBER,76775084,CD3L,8 
2015,3,DECEMBER,77770044,CD3L,24 
2015,3,DECEMBER,77770114,CD3L,3 
2015,3,DECEMBER,77770204,CD3L,8 
2015,3,DECEMBER,78770144,CD3L,1 
2015,3,DECEMBER,78770243,CD3L,5 
2015,3,DECEMBER,79BL0980,3L,40 
2015,3,DECEMBER,79BL7060,3L,32 
2015,3,DECEMBER,79CN0195,3L,15 
2015,3,DECEMBER,79NR0246,3L,50 
2015,3,DECEMBER,81BL0630,CD3L,3 
2015,3,DECEMBER,81BL0800,CD3L,6 
2015,3,DECEMBER,81BL1820,CD3L,1 
2015,3,DECEMBER,81CN2666,CD3L,0 
2015,3,DECEMBER,81CN7296,CD3L,9 
2015,3,DECEMBER,81NR0356,CD3L,18 
2015,2,NOVEMBER,70775764,CD3L,12 
2015,2,NOVEMBER,74743063,3L,"1,584 "
2015,2,NOVEMBER,74743133,3L,"1,056 "
2015,2,NOVEMBER,74770874,CD3L,1 
2015,2,NOVEMBER,74770944,CD3L,0 
2015,2,NOVEMBER,77776254,CD3L,1 
2015,2,NOVEMBER,78770014,CD3L,12 
2015,2,NOVEMBER,78777204,CD3L,2 
2015,2,NOVEMBER,78780454,3L,96 
2015,2,NOVEMBER,79BL0950,3L,96 
2015,2,NOVEMBER,79NR0466,3L,100 
2015,2,NOVEMBER,79NR7827,3L,50 
2015,2,NOVEMBER,81BL0350,CD3L,0 
2015,2,NOVEMBER,81BL0600,CD3L,30 
2015,2,NOVEMBER,81BL2060,CD3L,3 
2015,2,NOVEMBER,81CN2386,CD3L,6 
2015,2,NOVEMBER,81NR0796,CD3L,1 
2015,2,NOVEMBER,81NR1096,CD3L,5 
2015,2,NOVEMBER,81NR1576,CD3L,5 
2015,2,NOVEMBER,81NR1956,CD3L,11 
2015,2,NOVEMBER,83137895,CD3L,0 
2015,2,NOVEMBER,02115043,3P,"37,656 "
2015,2,NOVEMBER,02771001,CD3P,976 
2015,1,OCTOBER,06771002,CD3D,1 
2015,1,OCTOBER,06771002,CD3D,64 
2015,1,OCTOBER,06771002,CD3D,0 
2015,1,OCTOBER,06771977,CD3D,8 
2015,1,OCTOBER,06772108,CD3D,586 
2015,1,OCTOBER,06772193,CD3D,3 
2015,1,OCTOBER,06773069,CD3D,14 
2015,1,OCTOBER,06775273,CD3D,2 
2015,1,OCTOBER,06775413,CD3D,1 
2015,1,OCTOBER,06775436,CD3P,12 
2015,1,OCTOBER,06776002,CD3P,10 
2015,1,OCTOBER,06778525,CD3D,136 
2015,1,OCTOBER,06778528,CD3D,133 
2015,1,OCTOBER,06778628,CD3D,2 
2015,1,OCTOBER,06778639,CD3D,5 
2015,9,JUNE,07770015,CD3D,13 
2015,9,JUNE,09120065,3D,60 
2015,9,JUNE,09169050,3D,525 
2015,9,JUNE,10117015,3D,"1,152 "
2015,9,JUNE,10120009,3D,12 
2015,9,JUNE,10771000,CD3D,3 
2015,9,JUNE,70110011,3L,132 
2015,9,JUNE,70116002,3L,120 
2015,9,JUNE,70117964,3L,336 
2015,9,JUNE,70119474,3L,"1,008 "
2015,9,JUNE,70347444,CD3L,12 
2015,9,JUNE,70349284,CD3L,12 
2015,9,JUNE,70352064,CD3L,12 
2015,9,JUNE,70352403,CD3L,25 
2015,9,JUNE,70354034,CD3L,12 
2015,9,JUNE,70354464,CD3L,72 
2015,9,JUNE,70355224,CD3L,12 
2015,9,JUNE,70440021,CD3L,4 
2015,9,JUNE,70443324,CD3L,12 
2015,9,JUNE,70447624,CD3L,12 
2015,9,JUNE,70662814,CD3L,14 
2015,9,JUNE,70665374,CD3L,24 
2015,9,JUNE,70667004,CD3L,6 
2015,9,JUNE,70776814,CD3L,0 
2015,1,OCTOBER,07770015,CD3D,54 
2015,1,OCTOBER,07771000,CD3P,144 
2015,1,OCTOBER,09150429,3D,40 
2015,1,OCTOBER,09160001,3D,544 
2015,1,OCTOBER,09770991,CD3D,20 
2015,5,FEBRUARY,06771000,CD3P,2 
2015,5,FEBRUARY,06771000,CD3D,2 
2015,5,FEBRUARY,06771000,CD3D,2 
2015,5,FEBRUARY,06771002,CD3D,10 
2015,5,FEBRUARY,06771002,CD3D,2 
2015,5,FEBRUARY,06771002,CD3D,60 
2015,5,FEBRUARY,06771275,CD3D,1 
2015,5,FEBRUARY,06771984,CD3D,26 
2015,5,FEBRUARY,06772167,CD3D,1 
2015,5,FEBRUARY,06775319,CD3D,6 
2015,5,FEBRUARY,06776834,CD3D,2 
2015,5,FEBRUARY,06776882,CD3D,3 
2015,5,FEBRUARY,06778574,CD3D,2 
2015,5,FEBRUARY,06778589,CD3D,27 
2015,5,FEBRUARY,06779320,CD3D,10 
2015,5,FEBRUARY,06779961,CD3P,12 
2015,5,FEBRUARY,07770005,CD3D,95 
2015,2,NOVEMBER,04110011,3P,140 
2015,2,NOVEMBER,04120012,3P,388 
2015,2,NOVEMBER,04120016,3P,375 
2015,2,NOVEMBER,04120026,3P,896 
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771000,CD3P,1 
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771000,CD3P,2 
2015,2,NOVEMBER,04771002,CD3P,0 
2015,2,NOVEMBER,04771002,CD3P,2 
2015,2,NOVEMBER,04771002,CD3P,40 
2015,2,NOVEMBER,04771003,CD3P,4 
2015,2,NOVEMBER,04771003,CD3P,0 
2015,2,NOVEMBER,04771003,CD3P,1 
2015,2,NOVEMBER,05110059,3P,900 
2015,2,NOVEMBER,05171002,3P,"1,035 "
2015,2,NOVEMBER,05771000,CD3P,6 
2015,10,JULY,05110078,3P,366 
2015,10,JULY,05140015,3P,360 
2015,10,JULY,06140007,3D,70 
2015,10,JULY,06140085,3D,600 
2015,10,JULY,06140108,3D,324 
2015,10,JULY,06146035,3D,400 
2015,10,JULY,06150143,3D,20 
2015,10,JULY,06156062,3D,"3,234 "
2015,10,JULY,06160139,3D,540 
2015,10,JULY,06160277,3P,176 
2015,10,JULY,06160326,3D,17 
2015,10,JULY,06160354,3D,160 
2015,10,JULY,06160392,3D,936 
2015,10,JULY,06161652,3D,180 
2015,10,JULY,06165005,3D,88 
2015,10,JULY,06166210,3D,108 
2015,10,JULY,06770433,CD3D,4 
2015,1,OCTOBER,10117014,3D,375 
2015,1,OCTOBER,10140016,3D,40 
2015,1,OCTOBER,10771000,CD3D,10 
2015,1,OCTOBER,70110194,3L,456 
2015,1,OCTOBER,70117964,3L,"1,344 "
2015,1,OCTOBER,70121664,3L,60 
2015,1,OCTOBER,70331064,CD3L,4 
2015,1,OCTOBER,70334122,CD3L,0 
2015,1,OCTOBER,70339274,CD3L,6 
2015,1,OCTOBER,70341274,CD3L,8 
2015,1,OCTOBER,70342194,CD3L,15 
2015,1,OCTOBER,70344314,CD3L,3 
2015,1,OCTOBER,70345824,CD3L,12 
2015,1,OCTOBER,70345984,CD3L,36 
2015,1,OCTOBER,70347374,CD3L,12 
2015,1,OCTOBER,70349576,CD3L,12 
2015,1,OCTOBER,70350354,CD3L,12 
2015,1,OCTOBER,70351664,CD3L,12 
2015,1,OCTOBER,70353804,CD3L,12 
2015,1,OCTOBER,70440021,CD3L,8 
2015,1,OCTOBER,70440176,CD3L,6 
2015,1,OCTOBER,70440254,CD3L,13 
2015,1,OCTOBER,70440424,CD3L,12 
2015,1,OCTOBER,70440604,CD3L,60 
2015,1,OCTOBER,70551534,CD3L,108 
2015,1,OCTOBER,70557297,CD3L,0 
2015,1,OCTOBER,70557434,CD3L,18 
2015,1,OCTOBER,70557614,CD3L,60 
2015,1,OCTOBER,70558154,CD3L,12 
2015,1,OCTOBER,70660056,CD3L,12 
2015,1,OCTOBER,70664144,CD3L,35 
2015,1,OCTOBER,70771394,CD3L,0 
2015,1,OCTOBER,70776935,CD3L,3 
2015,1,OCTOBER,70777914,CD3L,35 
2015,1,OCTOBER,70778644,CD3L,12 
2015,1,OCTOBER,70779944,CD3L,12 
2015,1,OCTOBER,71712173,3L,36 
2015,1,OCTOBER,72722033,3L,240 
2015,1,OCTOBER,73770043,CD3L,3 
2015,1,OCTOBER,74742054,3L,120 
2015,1,OCTOBER,74744123,3L,24 
2015,1,OCTOBER,74772223,CD3L,4 
2015,1,OCTOBER,74774284,CD3L,228 
2015,1,OCTOBER,75770103,CD3L,10 
2015,1,OCTOBER,76775454,CD3L,1 
2015,2,NOVEMBER,06119947,3D,112 
2015,2,NOVEMBER,06120004,3D,336 
2015,2,NOVEMBER,06140047,3D,200 
2015,2,NOVEMBER,06140202,3D,207 
2015,2,NOVEMBER,06142016,3D,81 
2015,2,NOVEMBER,06148027,3D,240 
2015,2,NOVEMBER,06159194,3D,350 
2015,2,NOVEMBER,06160013,3D,"1,656 "
2015,2,NOVEMBER,06160075,3D,"1,400 "
2015,2,NOVEMBER,06160336,3D,"1,620 "
2015,2,NOVEMBER,06160345,3D,48 
2015,2,NOVEMBER,06160398,3D,31 
2015,2,NOVEMBER,06160821,3P,880 
2015,2,NOVEMBER,06161061,3D,108 
2015,2,NOVEMBER,06770666,CD3D,4 
2015,2,NOVEMBER,06771000,CD3D,4 
2015,2,NOVEMBER,06771000,CD3D,2 
2015,2,NOVEMBER,06771000,CD3P,200 
2015,2,NOVEMBER,06771000,CD3D,1 
2015,2,NOVEMBER,06771000,CD3P,36 
2015,2,NOVEMBER,06771000,CD3P,2 
2015,2,NOVEMBER,06771000,CD3P,1 
2015,2,NOVEMBER,06771000,CD3D,20 
2015,2,NOVEMBER,06771000,CD3D,30 
2015,2,NOVEMBER,06771000,CD3D,8 
2015,2,NOVEMBER,06771000,CD3D,0 
2015,2,NOVEMBER,06771000,CD3P,500 
2015,2,NOVEMBER,06771000,CD3D,2 
2015,2,NOVEMBER,06771000,CD3D,2 
2015,2,NOVEMBER,06771000,CD3P,3 
2015,2,NOVEMBER,06771002,CD3D,9 
2015,2,NOVEMBER,06771002,CD3P,1 
2015,2,NOVEMBER,06771002,CD3D,8 
2015,2,NOVEMBER,06771002,CD3D,3 
2015,2,NOVEMBER,06771002,CD3D,4 
2015,2,NOVEMBER,06771533,CD3P,12 
2015,2,NOVEMBER,06771675,CD3D,15 
2015,2,NOVEMBER,06771994,CD3D,4 
2015,2,NOVEMBER,06772142,CD3D,1 
